"group","TH1_n_cells","TH1_percent","TH2_n_cells","TH2_percent","delta_percent_TH2_minus_TH1","ratio_percent_TH2_over_TH1"
"G1",321,22.0922229869236,372,33.0666666666667,10.9744436797431,1.4967559709242
"S",500,34.4115622849277,358,31.8222222222222,-2.58934006270552,0.924753777777778
"G2M",632,43.4962147281487,395,35.1111111111111,-8.38510361703755,0.807222222222222
