"group","TH1_n_cells","TH1_percent","TH2_n_cells","TH2_percent","delta_percent_TH2_minus_TH1","ratio_percent_TH2_over_TH1"
"RGC",108,0.692263316454073,60,0.376600552347477,-0.315662764106597,0.544013446034536
"BC",4786,30.6775206717518,4918,30.8686919407482,0.191171268996367,1.00623164013291
"AC",10707,68.6302160117941,10954,68.7547075069043,0.12449149511022,1.00181394584404
