"group","TH1_n_cells","TH1_percent","TH2_n_cells","TH2_percent","delta_percent_TH2_minus_TH1","ratio_percent_TH2_over_TH1"
"MG_candidate",8255,52.9132747900776,8368,52.5232237007281,-0.390051089349463,0.992628483288987
"Not_MG_candidate",7346,47.0867252099224,7564,47.4767762992719,0.390051089349463,1.00828367416954
