"gene","group","log2FC_TH2_vs_TH1","statistic","auc","p_value","padj","mean_expression_TH1","mean_expression_TH2","pct_detected_TH1","pct_detected_TH2","max_pct_detected","delta_pct_detected_TH2_minus_TH1","direction","celltype_output_label","manual_celltype","n_cells_TH1","n_cells_TH2"
"Usp37","TH2",-0.101917083504932,27056179.5,0.493830436734783,0.178050714266939,0.288098609330585,3.16932418387251,3.06740710036758,0.595365168539326,0.585575048732943,0.595365168539326,-0.00979011980638245,"Not significant","pRPC","pRPC",7120,7695
"Smap2","TH2",0.00909917997433851,27585504.5,0.503491697147571,0.178062263151107,0.288098609330585,0.334288892959439,0.343388072933777,0.107724719101124,0.114749837556855,0.114749837556855,0.0070251184557315,"Not significant","pRPC","pRPC",7120,7695
"Tchp","TH2",0.0176951862449748,27547368.5,0.502795637397697,0.178097022693982,0.288103703378231,0.169834172284767,0.187529358529742,0.0654494382022472,0.0709551656920078,0.0709551656920078,0.00550572748976061,"Not significant","pRPC","pRPC",7120,7695
"Pcdh17","TH2",-0.0056351435031167,27240952.5,0.497202920691241,0.178470682569372,0.288656930068723,0.248653699746231,0.243018556243114,0.0716292134831461,0.0656270305393112,0.0716292134831461,-0.00600218294383482,"Not significant","pRPC","pRPC",7120,7695
"Hyls1","TH2",0.0235406536289005,27551902,0.502878383015383,0.178530554271696,0.288702532227154,0.182517959144423,0.206058612773324,0.0700842696629213,0.0755035737491878,0.0755035737491878,0.00541930408626644,"Not significant","pRPC","pRPC",7120,7695
"Znrd2","TH2",-0.0142659473693951,27257847.5,0.497511288885969,0.17866564837595,0.28886973909853,0.160990768345467,0.146724820976072,0.0560393258426966,0.0510721247563353,0.0560393258426966,-0.00496720108636135,"Not significant","pRPC","pRPC",7120,7695
"Crym","TH2",0.0534930535809928,27677395,0.505168886114579,0.178786716298378,0.289014212902344,1.06382623248693,1.11731928606792,0.295084269662921,0.303053931124107,0.303053931124107,0.00796966146118522,"Not significant","pRPC","pRPC",7120,7695
"Gm16068","TH2",-0.00968170758949302,27250135.5,0.497370529163108,0.17886952139048,0.289096793394722,0.179239559787752,0.169557852198259,0.0629213483146067,0.0575698505523067,0.0629213483146067,-0.00535149776230005,"Not significant","pRPC","pRPC",7120,7695
"Pfkfb2","TH2",0.0225123239572412,27550862.5,0.502859410021099,0.17896833653506,0.289205216166762,0.192717391167809,0.21522971512505,0.0691011235955056,0.0747238466536712,0.0747238466536712,0.00562272305816559,"Not significant","pRPC","pRPC",7120,7695
"Gnptg","TH2",-0.0272500918844118,27187335,0.496224292003417,0.179034673071795,0.28926112575365,0.409485917700709,0.382235825816297,0.137780898876404,0.130344379467186,0.137780898876404,-0.007436519409218,"Not significant","pRPC","pRPC",7120,7695
"Ppp1r37","TH2",0.0104795054044513,27562062,0.50306382372911,0.179168337582088,0.289425776094142,0.221123766436989,0.23160327184144,0.0804775280898876,0.086809616634178,0.086809616634178,0.00633208854429039,"Not significant","pRPC","pRPC",7120,7695
"Tor1b","TH2",-0.0255858204855341,27183127.5,0.496147496550365,0.17934720364778,0.28966337303666,0.422969271376473,0.397383450890938,0.144662921348315,0.136842105263158,0.144662921348315,-0.0078208160851567,"Not significant","pRPC","pRPC",7120,7695
"Pts","TH2",-0.0102101115855575,27212347,0.4966808119967,0.179429789620771,0.289745411517311,0.294179664116177,0.28396955253062,0.103792134831461,0.0966861598440546,0.103792134831461,-0.00710597498740609,"Not significant","pRPC","pRPC",7120,7695
"Psmb6","TH2",-0.033330082265506,27155928.5,0.495651059348329,0.179488620575948,0.289789067835108,0.593360679657982,0.560030597392476,0.192837078651685,0.184665367121507,0.192837078651685,-0.00817171153017793,"Not significant","pRPC","pRPC",7120,7695
"Brwd3","TH2",0.033730226842036,27610747.5,0.503952433361807,0.179706203748029,0.290037633057382,0.500712991088806,0.534443217930842,0.145365168539326,0.153606237816764,0.153606237816764,0.00824106927743828,"Not significant","pRPC","pRPC",7120,7695
"Twsg1","TH2",0.0238632480471052,27594025,0.503647213643764,0.179706222720544,0.290037633057382,0.343628418497329,0.367491666544434,0.120365168539326,0.127485380116959,0.127485380116959,0.00712021157763322,"Not significant","pRPC","pRPC",7120,7695
"Gm42659","TH2",-0.017788424166856,27256660,0.49748961458995,0.179765388522665,0.290081754779669,0.156508444538602,0.138720020371746,0.0573033707865169,0.0523716699155296,0.0573033707865169,-0.00493170087098729,"Not significant","pRPC","pRPC",7120,7695
"Unc13b","TH2",0.0173547655289623,27658282,0.504820034897898,0.180028107279917,0.290454269737859,0.951116520629484,0.968471286158447,0.242837078651685,0.251461988304094,0.251461988304094,0.00862490965240817,"Not significant","pRPC","pRPC",7120,7695
"Lamtor5","TH2",0.0314060401216306,27577931,0.503353465332078,0.180270521441606,0.290768868540144,0.280745637412453,0.312151677534083,0.0997191011235955,0.105782975958415,0.105782975958415,0.00606387483481906,"Not significant","pRPC","pRPC",7120,7695
"Zfp113","TH2",0.0106244418150233,27598714,0.503732797453476,0.180286907627864,0.290768868540144,0.403564181571563,0.414188623386587,0.127247191011236,0.135022742040286,0.135022742040286,0.00777555102904992,"Not significant","pRPC","pRPC",7120,7695
"Golga2","TH2",0.0188379693356379,27543649,0.502727748939557,0.180410160106072,0.290916171126459,0.173028756662174,0.191866725997812,0.0627808988764045,0.0680961663417804,0.0680961663417804,0.00531526746537589,"Not significant","pRPC","pRPC",7120,7695
"Rrp1","TH2",0.0299002625442072,27600357.5,0.503762794679166,0.180525916549246,0.291051336180758,0.364919763747053,0.39482002629126,0.130337078651685,0.137231968810916,0.137231968810916,0.00689489015923078,"Not significant","pRPC","pRPC",7120,7695
"Cx3cr1","TH2",0.0193304474549412,27529205.5,0.502464125617831,0.180897110856175,0.291598208055037,0.146297544830959,0.1656279922859,0.0504213483146067,0.055230669265757,0.055230669265757,0.00480932095115024,"Not significant","pRPC","pRPC",7120,7695
"C030037D09Rik","TH2",-0.0318146586225211,27208289,0.496606745223441,0.181033621536992,0.29176665370259,0.331723653815136,0.299908995192615,0.109550561797753,0.102794022092268,0.109550561797753,-0.00675653970548511,"Not significant","pRPC","pRPC",7120,7695
"Smarcc2","TH2",-0.035923303273133,27095639.5,0.494550662183966,0.181222075237679,0.29199283914275,1.28798197868874,1.25205867541561,0.365589887640449,0.353736192332684,0.365589887640449,-0.0118536953077659,"Not significant","pRPC","pRPC",7120,7695
"C330018D20Rik","TH2",0.0127186235425646,27542285.5,0.502702862284717,0.1812380393933,0.29199283914275,0.189776647654833,0.202495271197398,0.0616573033707865,0.0671864847303444,0.0671864847303444,0.00552918135955786,"Not significant","pRPC","pRPC",7120,7695
"Samd12","TH2",-0.0130377250978616,27251773.5,0.497400426002584,0.181309504875205,0.292056349846698,0.270122493532782,0.257084768434921,0.0620786516853933,0.0569200779727096,0.0620786516853933,-0.00515857371268371,"Not significant","pRPC","pRPC",7120,7695
"Mfsd11","TH2",0.0202268888582172,27576110,0.503320228369509,0.181518582221896,0.292320095073606,0.292682411915105,0.312909300773322,0.0978932584269663,0.104353476283301,0.104353476283301,0.00646021785633455,"Not significant","pRPC","pRPC",7120,7695
"Vamp2","TH2",-0.0148996348531384,27218023,0.49678441056866,0.181537386231798,0.292320095073606,0.2722336435771,0.257334008723962,0.097752808988764,0.0910981156595192,0.097752808988764,-0.00665469332924487,"Not significant","pRPC","pRPC",7120,7695
"Ahi1","TH2",0.0355399237434391,27722485,0.50599187054194,0.181677157320514,0.292493483804834,2.4622180920604,2.49775801580384,0.517275280898876,0.532943469785575,0.532943469785575,0.0156681888866986,"Not significant","pRPC","pRPC",7120,7695
"5530601H04Rik","TH2",0.0430143541173998,27639394,0.504475290389937,0.18171144949993,0.292497024150893,0.665425189797497,0.708439543914897,0.201123595505618,0.209356725146199,0.209356725146199,0.00823312964058084,"Not significant","pRPC","pRPC",7120,7695
"Cdc73","TH2",-0.0770991796703104,27073807.5,0.494152183673916,0.182008531705392,0.292873464180549,2.03895589271508,1.96185671304477,0.476685393258427,0.465756985055231,0.476685393258427,-0.0109284082031963,"Not significant","pRPC","pRPC",7120,7695
"Pdcd6ip","TH2",0.0374782683566821,27636456,0.504421665900081,0.182009578792915,0.292873464180549,0.62504292846829,0.662521196824972,0.195365168539326,0.203378817413905,0.203378817413905,0.00801364887457928,"Not significant","pRPC","pRPC",7120,7695
"Tpk1","TH2",-0.0712378681295621,27165821,0.495831617641691,0.182069392770204,0.292917995711852,0.722500656972616,0.651262788843054,0.175842696629213,0.169070825211176,0.175842696629213,-0.0067718714180374,"Not significant","pRPC","pRPC",7120,7695
"Vrk3","TH2",0.0243351159860239,27571071.5,0.503228265472253,0.182341548719625,0.293304072543358,0.257415084805749,0.281750200791773,0.0924157303370787,0.0983755685510072,0.0983755685510072,0.0059598382139285,"Not significant","pRPC","pRPC",7120,7695
"Tbce","TH2",0.00884151257469912,27635018,0.504395419468355,0.182913463128427,0.294172102162076,0.650958817876731,0.659800330451431,0.192556179775281,0.20220922677063,0.20220922677063,0.00965304699534938,"Not significant","pRPC","pRPC",7120,7695
"Rnf24","TH2",-0.0109982223370434,27212677.5,0.496686844295508,0.183102344629472,0.294423918305047,0.341818573271443,0.3308203509344,0.105196629213483,0.0982456140350877,0.105196629213483,-0.00695101517839543,"Not significant","pRPC","pRPC",7120,7695
"Edem1","TH2",-0.0209750673485554,27224842,0.496908871220915,0.183157495247585,0.294460647677983,0.263794642747082,0.242819575398527,0.090308988764045,0.0842105263157895,0.090308988764045,-0.00609846244825547,"Not significant","pRPC","pRPC",7120,7695
