"cluster","sample_id","n_cells"
"C1","TH1",52
"C1","TH2",87
"C2","TH1",129
"C2","TH2",149
"C3","TH1",94
"C3","TH2",162
"C4","TH1",121
"C4","TH2",145
"C5","TH1",67
"C5","TH2",101
"C6","TH1",7
"C6","TH2",7
"C7","TH1",28
"C7","TH2",39
"C8","TH1",107
"C8","TH2",192
"C9","TH1",65
"C9","TH2",57
"C10","TH1",93
"C10","TH2",78
